brand,discount,discount_price,image,name_produk,original_price
Calvin Klein,45,$37.95,"https://m.media-amazon.com/images/I/71IM43qXMxL._AC_SR73.60000000000001,58.88_.jpg,https://m.media-amazon.com/images/I/71dSelCd2KL._AC_SR73.60000000000001,58.88_.jpg,https://m.media-amazon.com/images/I/71VvgyED8UL._AC_SR73.60000000000001,58.88_.jpg,https://m.media-amazon.com/images/I/71SbkCez0bL._AC_SR73.60000000000001,58.88_.jpg,https://m.media-amazon.com/images/I/61TZbxP0lAL._AC_SR73.60000000000001,58.88_.jpg,https://m.media-amazon.com/images/I/61Qqo317BXL._AC_SR73.60000000000001,58.88_.jpg",Maraselle,$69.00
